,Age,Gender,Department,Designation,MonthlySalary,YearsWithCompany,YearsInRole,AppraisalRating,TrainingHours,DoesOvertime,JobSatisfaction,WorkLifeBalance,DistanceFromHome,LeavesTaken,LeftCompany,DistanceGroup,SalaryGroup,TrainingGroup
237,24,Other,Admin,Office Assistant,25162,3,1,4,18,1,3,3,4.0,5,0,0–5 km,15K-30K,16-20
238,27,Female,Admin,Office Assistant,48167,6,1,4,13,0,5,2,19.2,11,0,15–30 km,41K-50K,11-15
239,58,Male,HR,HR Executive,19692,8,0,4,57,1,5,1,48.7,12,0,30+km,15K-30K,56-60
240,26,Female,Accounts,Accounts Officer,110728,8,2,4,7,1,2,2,14.6,0,1,5–15 km,111K-120K,6-10
241,55,Female,Accounts,Accounts Officer,96252,6,4,5,10,1,4,3,9.0,26,0,5–15 km,91K-100K,6-10
242,53,Male,Sales,Sales Associate,40475,10,2,3,32,0,5,2,1.1,1,0,0–5 km,41K-50K,31-35
243,59,Other,IT,Software Engineer,110047,1,1,2,4,0,5,4,11.8,10,1,5–15 km,111K-120K,0-5
244,24,Male,IT,Software Engineer,51782,3,2,3,17,0,2,1,34.7,14,1,30+km,51K-60K,16-20
245,23,Female,Sales,Sales Associate,93750,4,1,3,7,0,5,1,31.9,29,0,30+km,91K-100K,6-10
246,47,Female,IT,Software Engineer,109582,4,0,4,52,1,4,1,21.9,5,1,15–30 km,101K-110K,51-55
247,35,Other,Sales,Sales Associate,65830,2,1,4,0,1,2,2,37.0,21,0,30+km,61K-70K,0-5
248,30,Other,Sales,Sales Associate,28467,5,0,5,37,0,5,2,32.0,16,1,30+km,15K-30K,36-40
249,34,Male,IT,Software Engineer,81266,4,4,2,22,0,4,3,41.4,17,0,30+km,81K-90K,21-25
250,51,Other,Admin,Office Assistant,74635,8,3,2,33,1,3,3,17.4,13,0,15–30 km,71K-80K,31-35
251,60,Other,IT,Software Engineer,86882,3,2,1,41,1,3,1,25.8,15,1,15–30 km,81K-90K,41-45
252,22,Female,Sales,Sales Associate,88766,6,3,4,57,1,1,4,23.1,4,0,15–30 km,81K-90K,56-60
253,54,Male,HR,HR Executive,98048,7,2,1,2,1,5,3,18.1,22,0,15–30 km,91K-100K,0-5
254,34,Male,IT,Software Engineer,79369,2,2,3,40,0,5,2,48.2,24,0,30+km,71K-80K,36-40
255,50,Other,Accounts,Accounts Officer,22840,7,2,1,21,1,1,4,7.3,20,1,5–15 km,15K-30K,21-25
256,40,Male,Admin,Office Assistant,57394,1,0,1,12,0,3,3,2.6,1,1,0–5 km,51K-60K,11-15
257,39,Female,Admin,Office Assistant,26995,8,6,3,4,1,3,4,1.9,13,0,0–5 km,15K-30K,0-5
258,52,Male,IT,Software Engineer,101496,7,0,2,58,0,2,2,47.3,0,1,30+km,101K-110K,56-60
259,31,Male,HR,HR Executive,78774,3,2,5,18,0,3,2,2.3,7,0,0–5 km,71K-80K,16-20
260,45,Male,IT,Software Engineer,26515,8,7,4,60,1,1,4,38.7,11,1,30+km,15K-30K,56-60
261,34,Female,Admin,Office Assistant,84329,2,2,3,40,0,1,2,41.7,26,0,30+km,81K-90K,36-40
262,29,Other,Admin,Office Assistant,70511,4,2,5,23,0,4,1,12.6,11,0,5–15 km,71K-80K,21-25
263,59,Other,Admin,Office Assistant,72954,8,3,5,25,1,3,3,13.0,10,0,5–15 km,71K-80K,21-25
264,34,Other,Accounts,Accounts Officer,89287,6,6,4,42,0,4,4,12.2,26,0,5–15 km,81K-90K,41-45
265,52,Female,Sales,Sales Associate,84022,5,5,4,42,0,5,1,24.8,11,1,15–30 km,81K-90K,41-45
266,51,Other,HR,HR Executive,108124,9,6,4,44,1,1,3,47.7,6,0,30+km,101K-110K,41-45
267,29,Female,Sales,Sales Associate,64330,6,0,3,60,1,2,3,12.9,26,0,5–15 km,61K-70K,56-60
268,23,Female,HR,HR Executive,65807,6,3,2,16,0,1,3,15.4,28,1,15–30 km,61K-70K,16-20
269,48,Male,Sales,Sales Associate,67902,7,2,5,15,0,5,2,13.9,2,0,5–15 km,61K-70K,11-15
270,57,Female,Sales,Sales Associate,71454,5,0,4,23,1,1,1,9.4,10,1,5–15 km,71K-80K,21-25
271,49,Other,HR,HR Executive,98270,2,2,3,36,0,3,3,3.0,22,1,0–5 km,91K-100K,36-40
272,29,Other,IT,Software Engineer,44255,5,5,5,42,1,4,2,38.4,20,0,30+km,41K-50K,41-45
273,54,Other,IT,Software Engineer,111649,3,0,5,34,0,4,3,44.1,25,0,30+km,111K-120K,31-35
274,30,Female,Accounts,Accounts Officer,87780,5,2,2,2,1,4,2,45.3,28,1,30+km,81K-90K,0-5
275,44,Other,Accounts,Accounts Officer,23292,4,1,3,18,1,4,4,5.0,25,0,0–5 km,15K-30K,16-20
276,52,Female,Admin,Office Assistant,54776,9,5,1,32,1,3,2,21.7,15,0,15–30 km,51K-60K,31-35
277,53,Other,Accounts,Accounts Officer,26948,5,1,3,14,1,5,2,33.6,6,1,30+km,15K-30K,11-15
278,28,Other,Sales,Sales Associate,22815,9,1,5,22,1,1,1,48.8,2,1,30+km,15K-30K,21-25
279,60,Female,HR,HR Executive,93974,2,1,3,35,0,3,1,21.2,15,1,15–30 km,91K-100K,31-35
280,55,Male,Accounts,Accounts Officer,38670,3,0,1,6,1,5,2,11.5,29,0,5–15 km,31K-40K,6-10
281,23,Other,HR,HR Executive,80953,1,0,5,11,0,3,1,32.6,16,1,30+km,81K-90K,11-15
282,35,Male,Sales,Sales Associate,73165,9,9,4,28,1,1,4,11.6,19,0,5–15 km,71K-80K,26-30
283,27,Female,Accounts,Accounts Officer,59869,7,0,1,28,1,5,4,20.0,8,0,15–30 km,51K-60K,26-30
284,24,Other,Sales,Sales Associate,16147,3,2,4,40,0,4,3,8.3,22,1,5–15 km,15K-30K,36-40
285,59,Male,Sales,Sales Associate,71003,5,4,4,18,0,3,1,12.0,13,0,5–15 km,71K-80K,16-20
286,23,Female,Accounts,Accounts Officer,96823,2,1,2,3,0,5,4,34.2,29,1,30+km,91K-100K,0-5
287,46,Other,Sales,Sales Associate,64998,3,3,1,31,0,2,3,20.4,12,1,15–30 km,61K-70K,31-35
288,39,Female,Accounts,Accounts Officer,115025,3,1,4,22,1,3,4,35.5,5,0,30+km,111K-120K,21-25
289,26,Other,Sales,Sales Associate,58300,7,3,3,42,1,4,2,38.7,14,1,30+km,51K-60K,41-45
290,41,Female,Sales,Sales Associate,28616,6,3,4,16,0,2,4,13.3,4,0,5–15 km,15K-30K,16-20
291,32,Male,Sales,Sales Associate,111369,3,1,2,47,0,2,4,13.7,28,1,5–15 km,111K-120K,46-50
292,36,Female,HR,HR Executive,35294,6,2,4,50,0,2,4,1.7,0,0,0–5 km,31K-40K,46-50
293,34,Male,HR,HR Executive,112704,8,2,3,7,0,4,3,16.6,14,1,15–30 km,111K-120K,6-10
294,53,Male,Admin,Office Assistant,49429,9,5,3,44,1,1,2,31.6,9,1,30+km,41K-50K,41-45
295,27,Other,IT,Software Engineer,30017,5,3,2,39,0,2,4,7.5,24,1,5–15 km,31K-40K,36-40
296,29,Other,Accounts,Accounts Officer,85478,4,0,4,28,0,5,2,4.5,22,1,0–5 km,81K-90K,26-30
297,36,Male,Sales,Sales Associate,82100,4,0,5,21,0,5,3,9.8,10,0,5–15 km,81K-90K,21-25
298,55,Male,Admin,Office Assistant,21174,9,7,4,58,0,2,3,30.4,10,0,30+km,15K-30K,56-60
299,56,Other,Accounts,Accounts Officer,73599,6,0,2,12,0,1,1,44.0,24,1,30+km,71K-80K,11-15
300,43,Male,Accounts,Accounts Officer,99691,2,2,2,48,1,4,2,22.2,9,0,15–30 km,91K-100K,46-50
301,29,Other,HR,HR Executive,92756,7,0,3,54,1,4,2,12.4,24,1,5–15 km,91K-100K,51-55
302,58,Male,IT,Software Engineer,36245,5,4,2,47,1,2,1,29.2,7,1,15–30 km,31K-40K,46-50
303,57,Female,HR,HR Executive,102302,2,1,5,56,0,1,3,1.8,27,0,0–5 km,101K-110K,56-60
304,23,Female,Admin,Office Assistant,41689,3,2,4,47,0,1,4,7.1,24,0,5–15 km,41K-50K,46-50
305,36,Other,Accounts,Accounts Officer,49031,7,5,3,44,0,5,4,20.8,16,0,15–30 km,41K-50K,41-45
306,29,Male,HR,HR Executive,114883,9,1,3,60,1,4,1,20.9,2,0,15–30 km,111K-120K,56-60
307,22,Female,Sales,Sales Associate,42400,1,1,5,18,1,1,1,4.7,10,0,0–5 km,41K-50K,16-20
308,32,Male,Accounts,Accounts Officer,35214,4,3,3,10,0,1,1,29.9,9,1,15–30 km,31K-40K,6-10
309,41,Female,IT,Software Engineer,98434,5,5,5,57,0,2,2,31.5,13,1,30+km,91K-100K,56-60
310,53,Female,Sales,Sales Associate,37387,3,2,1,49,1,4,3,31.3,20,0,30+km,31K-40K,46-50
311,38,Male,Accounts,Accounts Officer,106496,2,2,2,24,0,2,2,30.3,19,1,30+km,101K-110K,21-25
312,49,Male,Accounts,Accounts Officer,85520,8,6,5,16,1,2,3,19.9,2,1,15–30 km,81K-90K,16-20
313,30,Male,HR,HR Executive,83990,6,3,4,10,1,4,4,6.1,16,0,5–15 km,81K-90K,6-10
314,24,Female,HR,HR Executive,41715,9,2,5,27,0,4,2,5.0,10,0,0–5 km,41K-50K,26-30
315,29,Female,Admin,Office Assistant,26896,2,0,1,33,0,2,2,42.2,18,1,30+km,15K-30K,31-35
316,60,Other,IT,Software Engineer,34324,3,3,5,29,0,2,4,32.2,29,0,30+km,31K-40K,26-30
317,31,Other,HR,HR Executive,105951,4,0,5,59,1,1,3,35.0,24,1,30+km,101K-110K,56-60
318,32,Female,Admin,Office Assistant,68352,4,0,1,44,1,5,1,21.3,29,1,15–30 km,61K-70K,41-45
319,28,Other,Admin,Office Assistant,83638,5,0,3,20,1,2,4,49.2,30,0,30+km,81K-90K,16-20
320,25,Male,Admin,Office Assistant,39782,10,3,3,41,0,4,4,7.5,13,0,5–15 km,31K-40K,41-45
321,26,Other,Accounts,Accounts Officer,83201,7,7,1,6,0,2,1,26.4,27,1,15–30 km,81K-90K,6-10
322,47,Other,HR,HR Executive,109941,8,0,1,60,0,2,2,36.2,9,1,30+km,101K-110K,56-60
323,53,Other,IT,Software Engineer,28200,6,6,1,37,1,4,3,31.0,4,0,30+km,15K-30K,36-40
324,22,Other,Accounts,Accounts Officer,60332,1,1,4,10,0,1,3,37.1,20,1,30+km,61K-70K,6-10
325,52,Male,Sales,Sales Associate,97909,7,7,3,14,1,4,2,21.6,27,0,15–30 km,91K-100K,11-15
326,54,Female,HR,HR Executive,37274,2,0,3,22,1,5,2,7.7,16,1,5–15 km,31K-40K,21-25
327,23,Other,HR,HR Executive,109740,6,2,2,44,0,5,3,37.9,6,0,30+km,101K-110K,41-45
328,33,Female,Admin,Office Assistant,27979,4,3,2,10,1,1,3,2.6,19,1,0–5 km,15K-30K,6-10
329,60,Female,Accounts,Accounts Officer,42381,3,0,5,32,1,5,3,17.6,0,1,15–30 km,41K-50K,31-35
330,24,Other,Sales,Sales Associate,23557,5,1,4,32,1,4,3,37.0,20,0,30+km,15K-30K,31-35
331,40,Female,IT,Software Engineer,39424,4,3,1,9,0,3,3,22.2,5,0,15–30 km,31K-40K,6-10
332,56,Female,Admin,Office Assistant,38843,2,0,3,55,0,5,3,44.0,17,1,30+km,31K-40K,51-55
333,47,Female,IT,Software Engineer,93798,7,5,1,38,1,2,1,43.3,3,1,30+km,91K-100K,36-40
334,43,Other,Accounts,Accounts Officer,18959,6,4,5,40,1,5,2,37.3,2,0,30+km,15K-30K,36-40
335,25,Female,Accounts,Accounts Officer,30018,7,1,1,58,1,1,4,46.4,19,1,30+km,31K-40K,56-60
336,59,Female,IT,Software Engineer,24635,8,5,2,34,0,4,2,9.8,27,0,5–15 km,15K-30K,31-35
337,26,Male,HR,HR Executive,110102,9,3,3,52,1,2,4,17.6,29,0,15–30 km,111K-120K,51-55
338,57,Female,IT,Software Engineer,70855,9,7,4,43,0,1,2,16.5,3,0,15–30 km,71K-80K,41-45
339,46,Other,Admin,Office Assistant,34807,5,4,5,29,0,2,4,19.3,2,0,15–30 km,31K-40K,26-30
340,33,Female,IT,Software Engineer,31241,2,1,5,42,0,2,3,2.0,17,0,0–5 km,31K-40K,41-45
341,58,Female,Accounts,Accounts Officer,75282,5,4,4,13,0,2,4,39.3,8,0,30+km,71K-80K,11-15
342,37,Female,HR,HR Executive,88919,6,0,5,18,0,3,3,18.3,30,0,15–30 km,81K-90K,16-20
343,43,Female,HR,HR Executive,116371,6,0,4,19,1,3,4,18.0,25,0,15–30 km,111K-120K,16-20
344,30,Other,Accounts,Accounts Officer,49346,2,0,2,27,0,1,1,35.9,30,1,30+km,41K-50K,26-30
345,43,Male,Admin,Office Assistant,108290,4,3,5,12,0,2,4,11.2,14,0,5–15 km,101K-110K,11-15
346,27,Female,HR,HR Executive,104038,2,1,1,24,1,5,1,45.7,27,1,30+km,101K-110K,21-25
347,56,Female,Admin,Office Assistant,115732,8,2,2,29,1,3,3,5.1,27,1,5–15 km,111K-120K,26-30
348,25,Other,IT,Software Engineer,63667,10,5,5,12,1,4,3,21.4,16,0,15–30 km,61K-70K,11-15
349,53,Female,IT,Software Engineer,93638,8,3,2,5,1,5,1,2.0,11,1,0–5 km,91K-100K,0-5
350,26,Other,IT,Software Engineer,87294,4,2,3,2,1,4,2,24.5,28,0,15–30 km,81K-90K,0-5
351,51,Other,IT,Software Engineer,18442,5,4,2,10,1,2,3,49.1,12,1,30+km,15K-30K,6-10
352,51,Other,IT,Software Engineer,83315,7,5,2,12,1,2,2,3.2,20,1,0–5 km,81K-90K,11-15
353,51,Female,Admin,Office Assistant,42338,1,0,3,39,1,4,3,6.3,27,0,5–15 km,41K-50K,36-40
354,58,Male,HR,HR Executive,107003,6,0,1,30,1,4,1,42.3,24,0,30+km,101K-110K,26-30
355,56,Other,IT,Software Engineer,85702,6,6,3,33,1,2,1,48.5,26,1,30+km,81K-90K,31-35
356,31,Other,Sales,Sales Associate,73836,6,0,4,10,1,1,3,46.3,3,0,30+km,71K-80K,6-10
357,52,Female,Sales,Sales Associate,37035,8,6,1,38,1,3,3,38.8,14,0,30+km,31K-40K,36-40
358,25,Other,HR,HR Executive,84538,8,5,5,38,1,4,3,1.9,6,0,0–5 km,81K-90K,36-40
359,56,Male,Admin,Office Assistant,80724,9,6,4,30,0,5,4,25.6,13,0,15–30 km,81K-90K,26-30
360,60,Female,IT,Software Engineer,79957,3,0,3,14,1,5,2,3.7,29,0,0–5 km,71K-80K,11-15
361,47,Other,Accounts,Accounts Officer,75958,4,4,2,7,1,2,1,23.9,7,1,15–30 km,71K-80K,6-10
362,57,Female,IT,Software Engineer,57953,3,2,1,35,0,5,4,42.3,24,0,30+km,51K-60K,31-35
363,36,Other,IT,Software Engineer,15250,9,2,1,60,0,4,2,8.8,21,0,5–15 km,15K-30K,56-60
364,55,Female,Accounts,Accounts Officer,119470,1,1,5,22,0,3,4,41.3,2,1,30+km,111K-120K,21-25
365,28,Other,Accounts,Accounts Officer,94509,9,4,1,5,0,3,2,25.9,27,0,15–30 km,91K-100K,0-5
366,48,Male,Accounts,Accounts Officer,108749,3,1,4,21,0,1,2,28.6,4,0,15–30 km,101K-110K,21-25
367,55,Female,Admin,Office Assistant,51396,6,4,1,24,1,3,3,43.3,24,0,30+km,51K-60K,21-25
368,41,Male,HR,HR Executive,66510,9,7,2,51,0,3,4,46.4,15,1,30+km,61K-70K,51-55
369,30,Female,Accounts,Accounts Officer,85089,3,2,3,51,0,3,3,7.3,1,1,5–15 km,81K-90K,51-55
370,47,Female,Sales,Sales Associate,41771,3,1,4,39,1,4,3,14.2,19,0,5–15 km,41K-50K,36-40
371,42,Other,HR,HR Executive,19736,5,4,3,0,0,3,2,38.0,16,1,30+km,15K-30K,0-5
372,50,Male,Admin,Office Assistant,26997,2,1,2,38,0,5,4,4.1,21,1,0–5 km,15K-30K,36-40
373,32,Female,HR,HR Executive,17420,1,0,4,52,0,3,2,16.5,0,1,15–30 km,15K-30K,51-55
374,60,Male,Accounts,Accounts Officer,19564,7,2,2,19,0,1,3,21.8,5,1,15–30 km,15K-30K,16-20
375,23,Female,HR,HR Executive,116549,5,5,1,3,0,2,1,8.0,9,1,5–15 km,111K-120K,0-5
376,32,Female,Sales,Sales Associate,64557,2,0,1,15,1,1,4,42.0,11,1,30+km,61K-70K,11-15
377,52,Female,Admin,Office Assistant,67911,5,0,1,55,1,2,3,28.8,4,1,15–30 km,61K-70K,51-55
378,56,Male,Accounts,Accounts Officer,57502,3,2,5,36,0,3,3,24.6,10,0,15–30 km,51K-60K,36-40
379,53,Male,Accounts,Accounts Officer,63829,2,0,1,58,0,4,3,11.2,20,0,5–15 km,61K-70K,56-60
380,24,Male,Admin,Office Assistant,112654,3,1,4,18,1,1,2,27.4,10,0,15–30 km,111K-120K,16-20
381,39,Other,Sales,Sales Associate,26226,9,1,4,22,0,4,2,18.3,16,0,15–30 km,15K-30K,21-25
382,26,Male,Sales,Sales Associate,20144,6,4,5,13,1,4,2,13.2,15,0,5–15 km,15K-30K,11-15
383,24,Female,IT,Software Engineer,46603,1,1,3,0,0,4,4,49.2,3,1,30+km,41K-50K,0-5
384,58,Male,Accounts,Accounts Officer,33949,6,1,1,55,0,1,1,9.3,0,1,5–15 km,31K-40K,51-55
385,48,Male,HR,HR Executive,87902,10,1,2,57,1,2,3,1.6,8,1,0–5 km,81K-90K,56-60
386,23,Female,Accounts,Accounts Officer,20498,3,1,2,41,1,2,4,10.6,19,1,5–15 km,15K-30K,41-45
387,51,Male,Accounts,Accounts Officer,105084,10,4,1,41,0,4,3,40.1,21,0,30+km,101K-110K,41-45
388,52,Female,HR,HR Executive,58286,2,2,4,25,0,5,2,8.6,27,0,5–15 km,51K-60K,21-25
389,49,Other,Sales,Sales Associate,51659,1,0,2,54,0,3,2,16.9,10,1,15–30 km,51K-60K,51-55
390,23,Other,HR,HR Executive,54841,3,2,2,38,0,4,4,9.8,8,1,5–15 km,51K-60K,36-40
391,38,Female,IT,Software Engineer,47588,4,4,3,57,0,2,3,24.7,19,1,15–30 km,41K-50K,56-60
392,60,Male,Sales,Sales Associate,70292,8,3,2,28,1,5,4,26.1,19,1,15–30 km,71K-80K,26-30
393,49,Other,IT,Software Engineer,16923,5,5,1,32,1,5,3,31.4,24,0,30+km,15K-30K,31-35
394,24,Male,Accounts,Accounts Officer,110688,2,1,1,49,0,3,3,13.8,22,0,5–15 km,111K-120K,46-50
395,39,Male,IT,Software Engineer,70207,2,0,2,31,0,5,1,34.5,9,0,30+km,71K-80K,31-35
396,47,Other,IT,Software Engineer,15423,9,8,1,54,0,2,4,44.8,15,1,30+km,15K-30K,51-55
397,31,Male,HR,HR Executive,35385,4,3,5,57,1,1,2,23.8,27,1,15–30 km,31K-40K,56-60
398,37,Other,Admin,Office Assistant,15936,7,3,4,56,1,1,4,7.1,12,0,5–15 km,15K-30K,56-60
399,56,Female,Accounts,Accounts Officer,96382,7,7,4,30,0,2,3,37.9,10,0,30+km,91K-100K,26-30
400,28,Female,Admin,Office Assistant,117239,5,0,4,16,0,3,1,47.1,30,0,30+km,111K-120K,16-20
401,42,Other,IT,Software Engineer,97626,10,8,1,10,0,3,4,22.8,28,0,15–30 km,91K-100K,6-10
402,22,Female,HR,HR Executive,111662,3,3,2,11,0,5,1,1.6,10,0,0–5 km,111K-120K,11-15
403,24,Male,Admin,Office Assistant,117650,1,0,2,46,0,4,3,3.6,4,1,0–5 km,111K-120K,46-50
404,52,Other,Accounts,Accounts Officer,91124,8,5,4,35,0,5,1,27.0,28,0,15–30 km,91K-100K,31-35
405,35,Male,Sales,Sales Associate,37685,3,2,2,27,0,2,2,4.6,9,0,0–5 km,31K-40K,26-30
406,40,Male,Accounts,Accounts Officer,95750,4,4,4,41,0,1,1,45.0,20,0,30+km,91K-100K,41-45
407,43,Male,Admin,Office Assistant,47603,9,9,4,36,1,4,2,24.3,19,0,15–30 km,41K-50K,36-40
408,30,Female,Admin,Office Assistant,111959,6,2,2,50,0,4,4,38.9,15,0,30+km,111K-120K,46-50
409,42,Male,IT,Software Engineer,118645,6,3,2,32,0,3,4,35.7,11,1,30+km,111K-120K,31-35
410,56,Male,Admin,Office Assistant,119459,7,7,5,57,1,3,1,48.5,19,1,30+km,111K-120K,56-60
411,48,Other,Sales,Sales Associate,45569,2,2,2,15,1,5,1,17.4,13,1,15–30 km,41K-50K,11-15
412,49,Female,Sales,Sales Associate,27851,4,1,2,43,1,4,3,30.1,24,0,30+km,15K-30K,41-45
413,22,Female,IT,Software Engineer,110688,5,1,4,30,0,4,3,37.7,11,1,30+km,111K-120K,26-30
414,22,Other,Admin,Office Assistant,42980,5,1,3,19,0,4,3,8.7,3,1,5–15 km,41K-50K,16-20
415,28,Female,Accounts,Accounts Officer,106050,7,3,2,15,1,1,2,45.4,6,1,30+km,101K-110K,11-15
416,29,Male,Admin,Office Assistant,98473,6,4,4,54,1,5,4,8.9,28,1,5–15 km,91K-100K,51-55
417,56,Other,Sales,Sales Associate,58070,2,0,5,53,1,4,1,43.3,21,1,30+km,51K-60K,51-55
418,25,Other,Sales,Sales Associate,100696,5,4,4,30,1,3,4,9.8,24,0,5–15 km,101K-110K,26-30
419,38,Other,IT,Software Engineer,47663,5,5,4,58,1,5,1,25.5,13,1,15–30 km,41K-50K,56-60
420,43,Other,Sales,Sales Associate,67747,7,6,2,45,1,3,3,40.5,22,0,30+km,61K-70K,41-45
421,28,Male,Accounts,Accounts Officer,71949,9,9,5,37,1,4,2,22.5,30,0,15–30 km,71K-80K,36-40
422,49,Female,IT,Software Engineer,96278,5,2,2,14,1,5,2,26.6,14,0,15–30 km,91K-100K,11-15
423,60,Female,Admin,Office Assistant,80686,7,0,3,30,1,1,2,5.3,25,0,5–15 km,81K-90K,26-30
424,58,Female,Accounts,Accounts Officer,108425,6,5,2,16,0,4,2,8.6,26,1,5–15 km,101K-110K,16-20
425,36,Female,Sales,Sales Associate,47293,8,7,2,42,1,1,1,43.5,4,0,30+km,41K-50K,41-45
426,55,Other,Accounts,Accounts Officer,66637,9,7,3,42,1,2,1,49.5,30,1,30+km,61K-70K,41-45
427,58,Other,Admin,Office Assistant,91104,2,1,5,52,0,3,3,33.2,1,0,30+km,91K-100K,51-55
428,54,Male,HR,HR Executive,80188,6,2,1,55,1,4,4,11.7,22,0,5–15 km,81K-90K,51-55
429,24,Other,Admin,Office Assistant,69673,1,1,3,56,1,3,2,31.5,2,0,30+km,61K-70K,56-60
430,55,Other,HR,HR Executive,19047,2,1,4,11,1,1,4,13.8,12,0,5–15 km,15K-30K,11-15
431,54,Female,HR,HR Executive,23746,3,3,4,59,1,1,1,49.5,6,1,30+km,15K-30K,56-60
432,51,Male,IT,Software Engineer,119347,7,1,3,0,0,4,1,30.1,28,0,30+km,111K-120K,0-5
433,46,Male,Sales,Sales Associate,78100,5,0,2,9,1,5,2,9.3,28,1,5–15 km,71K-80K,6-10
434,37,Other,HR,HR Executive,117126,5,3,4,58,0,4,4,21.0,11,0,15–30 km,111K-120K,56-60
435,59,Other,Sales,Sales Associate,53980,6,4,4,44,0,1,3,41.7,14,0,30+km,51K-60K,41-45
436,52,Female,IT,Software Engineer,17510,1,1,1,32,0,1,3,7.8,25,0,5–15 km,15K-30K,31-35
437,32,Male,Accounts,Accounts Officer,97352,7,5,3,25,1,2,1,44.3,12,1,30+km,91K-100K,21-25
438,39,Female,Sales,Sales Associate,110680,6,6,4,35,0,2,1,27.3,11,0,15–30 km,111K-120K,31-35
439,53,Female,IT,Software Engineer,38170,7,6,1,27,1,5,2,33.5,26,1,30+km,31K-40K,26-30
440,25,Other,HR,HR Executive,69816,3,1,1,14,0,1,3,28.6,29,0,15–30 km,61K-70K,11-15
441,27,Other,IT,Software Engineer,112780,4,0,2,52,1,2,1,39.9,2,1,30+km,111K-120K,51-55
442,29,Female,IT,Software Engineer,73906,6,6,1,42,1,4,3,41.2,0,0,30+km,71K-80K,41-45
443,29,Other,IT,Software Engineer,31193,5,0,4,44,0,3,2,7.1,14,0,5–15 km,31K-40K,41-45
444,30,Male,IT,Software Engineer,89572,5,3,5,53,0,1,3,34.3,16,0,30+km,81K-90K,51-55
445,46,Other,IT,Software Engineer,56183,7,3,5,6,1,2,2,37.5,18,0,30+km,51K-60K,6-10
446,45,Female,IT,Software Engineer,98273,4,3,1,31,0,4,1,22.6,27,1,15–30 km,91K-100K,31-35
447,44,Other,HR,HR Executive,119318,8,3,4,1,1,3,4,21.3,30,1,15–30 km,111K-120K,0-5
448,25,Female,Admin,Office Assistant,115038,9,2,4,0,1,1,4,47.1,19,1,30+km,111K-120K,0-5
449,40,Male,HR,HR Executive,100890,7,1,1,58,0,5,4,41.4,16,0,30+km,101K-110K,56-60
450,39,Other,Sales,Sales Associate,94941,3,1,1,56,1,5,3,44.1,1,0,30+km,91K-100K,56-60
451,49,Male,HR,HR Executive,91971,6,4,5,3,0,4,4,12.5,3,0,5–15 km,91K-100K,0-5
452,44,Male,Accounts,Accounts Officer,115770,3,0,4,56,0,2,2,8.2,0,1,5–15 km,111K-120K,56-60
453,49,Female,Sales,Sales Associate,69367,9,2,3,49,0,4,3,35.5,20,0,30+km,61K-70K,46-50
454,48,Male,Accounts,Accounts Officer,95292,6,4,2,26,1,5,3,20.3,2,1,15–30 km,91K-100K,26-30
455,42,Male,IT,Software Engineer,51637,4,1,3,3,0,1,2,9.5,21,0,5–15 km,51K-60K,0-5
456,33,Female,Sales,Sales Associate,56589,2,2,4,31,1,3,1,44.5,11,1,30+km,51K-60K,31-35
457,57,Female,HR,HR Executive,67809,2,2,1,20,0,4,4,25.5,21,0,15–30 km,61K-70K,16-20
458,46,Female,IT,Software Engineer,35006,7,6,3,60,0,5,2,31.9,4,0,30+km,31K-40K,56-60
459,29,Male,Sales,Sales Associate,23702,6,5,5,14,0,2,2,44.4,12,0,30+km,15K-30K,11-15
460,31,Male,IT,Software Engineer,115767,9,9,2,10,1,2,3,10.6,1,0,5–15 km,111K-120K,6-10
461,43,Male,Sales,Sales Associate,15816,2,0,1,47,1,5,3,25.5,15,1,15–30 km,15K-30K,46-50
462,46,Male,IT,Software Engineer,24482,3,0,5,36,0,5,3,35.1,5,0,30+km,15K-30K,36-40
463,39,Male,IT,Software Engineer,73318,3,3,5,5,1,2,4,17.7,12,1,15–30 km,71K-80K,0-5
464,41,Male,HR,HR Executive,62982,9,8,5,34,0,1,3,29.7,8,0,15–30 km,61K-70K,31-35
465,40,Female,HR,HR Executive,21569,7,2,4,10,1,3,1,13.3,24,1,5–15 km,15K-30K,6-10
466,59,Female,Accounts,Accounts Officer,47062,10,1,5,12,0,5,1,9.0,3,0,5–15 km,41K-50K,11-15
467,56,Male,HR,HR Executive,115579,4,0,1,33,1,3,4,38.9,1,0,30+km,111K-120K,31-35
468,37,Female,IT,Software Engineer,32957,9,8,1,22,1,1,3,36.5,9,1,30+km,31K-40K,21-25
469,36,Other,Sales,Sales Associate,37402,8,4,3,51,1,5,2,49.1,6,0,30+km,31K-40K,51-55
470,40,Female,Sales,Sales Associate,66431,8,7,2,47,1,5,3,22.6,0,0,15–30 km,61K-70K,46-50
471,30,Male,Admin,Office Assistant,114614,2,0,5,33,0,2,3,33.7,26,0,30+km,111K-120K,31-35
472,25,Other,Accounts,Accounts Officer,73130,3,3,3,16,0,1,1,44.7,10,0,30+km,71K-80K,16-20
473,42,Other,IT,Software Engineer,102117,10,2,2,23,0,1,1,1.5,17,1,0–5 km,101K-110K,21-25
474,27,Male,HR,HR Executive,86081,8,3,4,32,0,2,4,29.6,15,1,15–30 km,81K-90K,31-35
475,27,Other,IT,Software Engineer,115384,3,0,1,1,1,3,4,41.5,14,0,30+km,111K-120K,0-5
